task_id,inter_arrival,arrival,priority,execution_time,start_execution_time,end_execution_time,processor,gone_to_router,dropped
136,2,136,2,2.01078022604213,,,,True,True
137,1,137,2,6.239062110943611,,,,True,True
138,0,137,0,0.3748039961583957,155.63933899077557,156.01414298693396,0,True,False
139,1,138,2,2.5551926259252484,,,,True,True
140,3,141,1,4.9045698899568855,245.04969696716307,249.95426685711996,1,True,False
141,1,142,1,19.69782972124057,250.99690430796068,270.69473402920124,1,True,False
142,1,143,2,7.715869280278408,,,,True,True
143,0,143,2,12.835729613942354,,,,True,True
144,0,143,1,0.6925868310749587,272.8099005320748,273.5024873631497,1,True,False
145,0,143,2,0.6236354840748413,,,,True,True
146,0,143,1,5.080908713021916,273.5024873631497,278.58339607617165,1,True,False
147,2,145,1,3.14747535007829,292.5527196566102,295.7001950066885,1,True,False
148,2,147,2,3.9373806388582127,,,,True,True
149,1,148,2,0.1134829487608822,,,,True,True
150,0,148,2,7.93834564997395,,,,True,True
151,0,148,2,2.669222729836543,,,,True,True
152,0,148,1,0.20468866332456653,294.5501302378131,294.7548189011377,0,True,False
153,1,149,0,5.162232825376496,156.01414298693396,161.17637581231045,0,True,False
154,0,149,1,3.361802210370007,294.7548189011377,298.1166211115077,0,True,False
155,0,149,1,8.810742762040842,295.7001950066885,304.5109377687293,1,True,False
156,0,149,0,5.367104846910264,161.17637581231045,166.5434806592207,0,True,False
157,3,152,2,2.681463695583733,,,,True,True
158,3,155,1,16.55732183495484,298.1166211115077,314.67394294646255,0,True,False
159,3,158,1,0.17766294651025616,305.2574895262802,305.4351524727905,1,True,False
160,1,159,0,2.740571291887974,166.5434806592207,169.28405195110867,0,True,False
161,1,160,2,0.23546093476527138,,,,True,True
162,1,161,2,0.9378660249158155,,,,True,True
163,2,163,2,1.494335481126058,,,,True,True
164,1,164,0,8.350025982994762,169.28405195110867,177.63407793410343,0,True,False
165,1,165,0,19.55080876670467,171.83185114901386,191.38265991571853,1,True,False
166,2,167,0,6.759633298755035,177.63407793410343,184.39371123285846,0,True,False
167,2,169,1,0.7692506685604155,,,,True,True
168,1,170,2,1.348129887494994,,,,True,True
169,0,170,1,1.1508114405358585,,,,True,True
170,3,173,2,8.384582846443713,,,,True,True
171,1,174,0,7.994977274724866,184.39371123285846,192.38868850758334,0,True,False
172,2,176,1,15.21727275444044,,,,True,True
173,0,176,2,4.9915162841503475,,,,True,True
174,2,178,2,0.24613463143479336,,,,True,True
175,3,181,1,10.367243404463165,,,,True,True
176,0,181,1,0.1891050401359181,,,,True,True
177,0,181,2,2.160015402463798,,,,True,True
178,2,183,1,15.270287336707444,,,,True,True
179,4,187,2,0.8344380245032597,,,,True,True
180,2,189,0,5.748815776896588,191.38265991571853,197.1314756926151,1,True,False
181,0,189,1,25.646049640883234,,,,True,True
182,1,190,2,9.45972533938369,,,,True,True
183,1,191,2,0.43422254152438367,,,,True,True
184,0,191,2,0.5489208492535832,,,,True,True
185,1,192,2,2.930978296213363,,,,True,True
186,0,192,2,4.297931362184365,,,,True,True
187,2,194,2,0.05125900736174697,,,,True,True
188,4,198,1,0.9886681960595308,305.4351524727905,306.42382066885,1,True,False
189,1,199,1,7.785022095653467,306.42382066885,314.20884276450346,1,True,False
190,2,201,2,1.6357314966868377,,,,True,True
191,2,203,2,6.644450878589325,,,,True,True
192,1,204,1,2.4582785309586166,352.6876921087412,355.14597063969984,0,True,False
193,0,204,2,9.328041769628395,,,,True,True
194,1,205,1,3.7637898807979075,355.14597063969984,358.90976052049774,0,True,False
195,0,205,2,0.35386262088938913,,,,True,True
196,0,205,0,1.049156903539144,215.06957583276179,216.11873273630093,0,True,False
197,0,205,2,4.284069563722562,,,,True,True
198,3,208,2,11.839197525882298,,,,True,True
199,1,209,1,3.8349209955625265,357.4694641731873,361.30438516874983,1,True,False
200,0,209,0,1.2115507685551345,216.11873273630093,217.33028350485606,0,True,False
201,1,210,2,1.1625375980016863,,,,True,True
202,1,211,1,4.558162601906662,,,,True,True
203,3,214,2,5.48493382681814,,,,True,True
204,1,215,2,5.552372178132857,,,,True,True
205,1,216,2,8.809117799544921,,,,True,True
206,3,219,2,4.919779104403895,,,,True,True
207,3,222,0,6.280218566496815,224.28031204607842,230.56053061257523,1,True,False
208,1,223,0,20.287219618302853,224.70903089082967,244.99625050913252,0,True,False
209,0,223,2,1.1732089552332625,,,,True,True
210,1,224,2,18.65457334094498,,,,True,True
211,1,225,2,13.992284544560126,,,,True,True
212,3,228,1,9.686519377542961,361.30438516874983,370.99090454629277,1,True,False
213,0,228,2,13.778670423381651,,,,True,True
214,0,228,2,0.21725968019132813,,,,True,True
215,0,228,2,11.05999758830118,,,,True,True
216,3,231,2,0.6590613131562506,,,,True,True
217,4,235,2,13.84864651378976,,,,True,True
218,1,236,2,0.8783759978267386,,,,True,True
219,2,238,2,3.8772913178255393,,,,True,True
220,1,239,2,0.16574268598754185,,,,True,True
221,1,240,2,4.723699551810711,,,,True,True
222,2,242,2,0.2944230381892127,,,,True,True
223,2,244,2,2.2614006036951944,,,,True,True
224,2,246,2,11.262368558728557,,,,True,True
225,2,248,2,2.9689428634363706,,,,True,True
226,0,248,2,15.25120915909668,,,,True,True
227,0,248,2,2.4137515430663994,,,,True,True
228,0,248,2,9.691887186182683,,,,True,True
229,0,248,2,3.6365227273715446,,,,True,True
230,0,248,2,1.6398851877203071,,,,True,True
231,1,249,2,2.512039305392525,,,,True,True
232,0,249,1,1.240239617891801,384.9970612521034,386.2373008699952,1,True,False
233,0,249,2,0.3509839419046368,,,,True,True
234,0,249,1,0.5301989505617294,386.2373008699952,386.7674998205569,1,True,False
235,0,249,0,1.0426374508407288,249.95426685711996,250.99690430796068,1,True,False
236,0,249,2,5.879743979592607,,,,True,True
237,0,249,2,7.390015134813047,,,,True,True
238,1,250,2,5.273669880924771,,,,True,True
239,2,252,0,3.4754415105860175,255.56705786549438,259.0424993760804,0,True,False
240,0,252,1,8.584089266402623,386.7674998205569,395.3515890869595,1,True,False
241,1,253,0,4.213448854645815,259.0424993760804,263.25594823072623,0,True,False
242,3,256,1,5.669293228674089,398.3824749718564,404.0517682005305,0,True,False
243,0,256,0,1.599333163512422,263.25594823072623,264.85528139423866,0,True,False
244,1,257,2,5.257140404909139,,,,True,True
245,0,257,2,3.168388084794911,,,,True,True
246,3,260,0,2.939174108412049,264.85528139423866,267.7944555026507,0,True,False
247,1,261,0,17.87188916697731,267.7944555026507,285.666344669628,0,True,False
248,0,261,0,0.4484419498412055,270.69473402920124,271.14317597904244,1,True,False
249,1,262,2,3.0605657341818877,,,,True,True
250,0,262,1,2.697926449535093,414.22411406879894,416.92204051833403,0,True,False
251,1,263,1,0.9018673103755582,415.5551582899946,416.4570256003702,1,True,False
252,1,264,1,3.2914448815885997,,,,True,True
253,1,265,2,3.8416483514076267,,,,True,True
254,3,268,1,4.219124422289614,,,,True,True
255,1,269,0,1.666724553032342,271.14317597904244,272.8099005320748,1,True,False
256,3,272,2,2.541429427689371,,,,True,True
257,0,272,1,1.5304082642381445,,,,True,True
258,2,274,0,5.328201817439082,278.58339607617165,283.91159789361075,1,True,False
259,0,274,2,0.14318820106627528,,,,True,True
260,0,274,2,2.146368091252345,,,,True,True
261,0,274,2,5.183377466496498,,,,True,True
262,1,275,0,0.9756521462769643,283.91159789361075,284.8872500398877,1,True,False
263,2,277,2,5.661833779260038,,,,True,True
264,1,278,1,0.6308756001391596,416.4570256003702,417.08790120050935,1,True,False
265,0,278,0,7.665469616722487,284.8872500398877,292.5527196566102,1,True,False
266,1,279,2,7.0101839396441195,,,,True,True
267,1,280,2,7.209039957019803,,,,True,True
268,2,282,0,2.660393717764802,285.666344669628,288.3267383873928,0,True,False
269,1,283,2,3.418712106492447,,,,True,True
270,0,283,1,1.6834789863086395,416.92204051833403,418.60551950464264,0,True,False
271,2,285,1,1.827432440470166,,,,True,True
272,0,285,2,7.01782214025494,,,,True,True
273,1,286,0,6.223391850420312,288.3267383873928,294.5501302378131,0,True,False
274,0,286,1,18.335967734034377,,,,True,True
275,1,287,2,14.93687440853209,,,,True,True
276,0,287,2,2.4689711872453053,,,,True,True
277,2,289,2,3.2490135546874863,,,,True,True
278,0,289,1,10.454378458697775,,,,True,True
279,2,291,2,28.60340499645038,,,,True,True
280,1,292,1,6.425303764589334,,,,True,True
281,1,293,2,3.2398238152869876,,,,True,True
282,0,293,1,1.2036330622135072,417.08790120050935,418.29153426272285,1,True,False
283,0,293,1,5.4476018593978575,,,,True,True
284,2,295,2,3.9100164636520653,,,,True,True
285,1,296,2,2.695220264256951,,,,True,True
286,1,297,2,2.1522781446581467,,,,True,True
287,0,297,1,16.120210902029037,418.29153426272285,434.4117451647519,1,True,False
288,3,300,0,0.7465517575508798,304.5109377687293,305.2574895262802,1,True,False
289,1,301,2,1.9359622521991424,,,,True,True
290,0,301,1,0.5989722802903239,418.60551950464264,419.20449178493294,0,True,False
291,0,301,1,3.331120501949152,419.20449178493294,422.5356122868821,0,True,False
292,1,302,2,2.034379553428632,,,,True,True
293,3,305,2,7.538430474525942,,,,True,True
294,2,307,0,16.816690931041514,314.20884276450346,331.025533695545,1,True,False
295,0,307,0,1.3768250460705622,314.67394294646255,316.0507679925331,0,True,False
296,0,307,2,0.42163826229475354,,,,True,True
297,1,308,0,6.9166057596564325,316.0507679925331,322.96737375218953,0,True,False
298,1,309,1,5.989431728822727,471.94926980066236,477.9387015294851,1,True,False
299,3,312,0,6.77288885095418,322.96737375218953,329.7402626031437,0,True,False
300,3,315,2,4.055906419044681,,,,True,True
301,1,316,1,11.396697223575904,471.9817575086095,483.37845473218545,0,True,False
302,1,317,2,9.864078319359372,,,,True,True
303,0,317,2,14.305906637939596,,,,True,True
304,0,317,2,2.99196621523498,,,,True,True
305,0,317,1,0.27438707510979315,483.37845473218545,483.65284180729526,0,True,False
306,2,319,2,6.647975063086973,,,,True,True
307,2,321,0,4.688828633676307,329.7402626031437,334.42909123682,0,True,False
308,0,321,0,15.4258070207622,331.025533695545,346.4513407163072,1,True,False
309,2,323,1,3.0522421145457193,483.65284180729526,486.705083921841,0,True,False
310,1,324,1,3.1189602149603726,,,,True,True
311,0,324,1,5.346374758458701,,,,True,True
312,0,324,0,0.17246086537813085,334.42909123682,334.6015521021981,0,True,False
313,1,325,1,0.9458349426027455,,,,True,True
314,0,325,2,2.2246650191789046,,,,True,True
315,2,327,2,11.507327285422733,,,,True,True
316,3,330,2,0.5227079641422786,,,,True,True
317,1,331,0,9.011652142484955,334.6015521021981,343.61320424468306,0,True,False
318,0,331,2,2.713193064345257,,,,True,True
319,1,332,1,0.5965478194264698,,,,True,True
320,0,332,2,2.3993610105469942,,,,True,True
321,0,332,2,5.628641344882463,,,,True,True
322,2,334,1,16.633511701594973,,,,True,True
323,0,334,0,0.2529583910985792,343.61320424468306,343.8661626357816,0,True,False
324,0,334,2,19.819529192602797,,,,True,True
325,2,336,2,3.8047700914948166,,,,True,True
326,1,337,2,20.396111583395175,,,,True,True
327,1,338,2,12.337909115033835,,,,True,True
328,3,341,0,8.8215294729596,343.8661626357816,352.6876921087412,0,True,False
329,1,342,2,1.0797445568347137,,,,True,True
330,1,343,2,25.405438769861902,,,,True,True
331,0,343,0,3.364322728138569,346.4513407163072,349.81566344444576,1,True,False
332,0,343,1,9.66559817302866,,,,True,True
333,1,344,1,3.230110075836166,,,,True,True
334,1,345,0,0.3788277477841861,349.81566344444576,350.19449119223,1,True,False
335,0,345,0,0.2977649603626614,350.19449119223,350.49225615259263,1,True,False
336,1,346,2,11.171878545223338,,,,True,True
337,1,347,1,10.619481524822923,,,,True,True
338,0,347,2,8.040421581987497,,,,True,True
339,0,347,0,0.32044010234796877,350.49225615259263,350.8126962549406,1,True,False
340,1,348,2,18.491405678808647,,,,True,True
341,0,348,2,9.493994697130454,,,,True,True
342,1,349,0,6.656767918246713,350.8126962549406,357.4694641731873,1,True,False
343,0,349,2,1.284357403983869,,,,True,True
344,1,350,1,0.09143113497877603,,,,True,True
345,0,350,2,7.9780336914236205,,,,True,True
346,0,350,1,9.35802406755779,,,,True,True
347,1,351,1,15.70156744796266,,,,True,True
348,1,352,2,0.13971128508783562,,,,True,True
349,1,353,1,1.0466961451205128,486.705083921841,487.7517800669615,0,True,False
350,2,355,1,6.8239843649687675,,,,True,True
351,2,357,2,25.331005956072996,,,,True,True
352,1,358,1,1.3452721451747351,487.1826609763066,488.52793312148134,1,True,False
353,0,358,0,39.472714451358684,358.90976052049774,398.3824749718564,0,True,False
354,0,358,2,7.609553475325429,,,,True,True
355,1,359,1,6.993723333558211,487.7517800669615,494.7455034005197,0,True,False
356,2,361,2,6.228620606763737,,,,True,True
357,1,362,2,0.8001949008126591,,,,True,True
358,0,362,2,2.384753943546216,,,,True,True
359,0,362,2,7.821928091786871,,,,True,True
360,3,365,0,1.2708454164213365,370.99090454629277,372.2617499627141,1,True,False
361,1,366,1,3.7297021024949206,488.52793312148134,492.25763522397625,1,True,False
362,0,366,1,14.939882251844399,,,,True,True
363,0,366,2,3.305241211405522,,,,True,True
364,1,367,1,7.523710458744484,,,,True,True
365,1,368,0,7.923778170844282,372.2617499627141,380.18552813355836,1,True,False
366,0,368,2,13.707501836872263,,,,True,True
367,0,368,2,9.672850682072005,,,,True,True
368,2,370,1,15.890650640599771,,,,True,True
369,0,370,1,1.1955808087304884,,,,True,True
370,2,372,0,2.906667670889007,380.18552813355836,383.0921958044474,1,True,False
371,1,373,2,4.685428592688005,,,,True,True
372,1,374,2,14.031202822292352,,,,True,True
373,1,375,2,7.386125480974412,,,,True,True
374,0,375,2,1.4424385900780083,,,,True,True
375,1,376,2,3.9322533019755306,,,,True,True
376,1,377,2,1.2551068541629966,,,,True,True
377,1,378,1,0.9761708392254776,,,,True,True
378,1,379,2,0.5640346066928932,,,,True,True
379,0,379,2,4.682010980740527,,,,True,True
380,0,379,0,1.9048654476560145,383.0921958044474,384.9970612521034,1,True,False
381,0,379,2,12.477222841371448,,,,True,True
382,2,381,2,1.364656240393452,,,,True,True
383,3,384,2,1.4227917177720655,,,,True,True
384,0,384,2,5.619300761035704,,,,True,True
385,0,384,2,1.113242460590961,,,,True,True
386,1,385,2,0.4016578676386868,,,,True,True
387,2,387,2,2.501689849334046,,,,True,True
388,1,388,2,1.058900068938631,,,,True,True
389,1,389,1,1.0673175452910408,492.25763522397625,493.32495276926727,1,True,False
390,0,389,0,1.826962594282865,395.3515890869595,397.17855168124237,1,True,False
391,1,390,2,2.9368393432960453,,,,True,True
392,2,392,2,17.47590649414827,,,,True,True
393,1,393,2,4.844570787552502,,,,True,True
394,0,393,2,7.173522942534729,,,,True,True
395,0,393,2,3.739807606835376,,,,True,True
396,1,394,1,5.955871816582245,493.32495276926727,499.28082458584953,1,True,False
397,0,394,1,3.771216684532681,494.7455034005197,498.5167200850524,0,True,False
398,2,396,1,0.4602568265702562,,,,True,True
399,0,396,1,17.64381123120898,,,,True,True
400,0,396,2,5.652814696641205,,,,True,True
401,0,396,2,0.2452505649611017,,,,True,True
402,1,397,0,13.61592494254241,397.17855168124237,410.79447662378476,1,True,False
403,2,399,1,1.515060975699566,499.28082458584953,500.7958855615491,1,True,False
404,1,400,1,2.0995697029158835,,,,True,True
405,0,400,0,4.499281669308331,404.0517682005305,408.55104986983883,0,True,False
406,0,400,2,0.7669520653822359,,,,True,True
407,0,400,1,5.589741935771709,,,,True,True
408,1,401,1,9.224997330436018,,,,True,True
409,0,401,0,3.029255397877728,408.55104986983883,411.58030526771654,0,True,False
410,2,403,1,2.358378269230616,,,,True,True
411,0,403,2,8.399579626485405,,,,True,True
412,0,403,2,4.709765029939969,,,,True,True
413,0,403,1,2.8013437788207596,,,,True,True
414,2,405,1,7.780967308658708,,,,True,True
415,0,405,2,0.5665121650272983,,,,True,True
416,0,405,1,19.048858625754747,,,,True,True
417,1,406,2,2.594065062388907,,,,True,True
418,0,406,0,4.760681666209832,410.79447662378476,415.5551582899946,1,True,False
419,1,407,1,2.770929249133088,,,,True,True
420,0,407,2,15.303951495589745,,,,True,True
421,1,408,1,21.498774849464596,,,,True,True
422,1,409,2,15.39585355849459,,,,True,True
423,0,409,0,2.6438088010823804,411.58030526771654,414.22411406879894,0,True,False
424,0,409,1,3.5439540394981077,,,,True,True
425,1,410,1,3.3363094187715117,,,,True,True
426,2,412,2,1.1014560413779666,,,,True,True
427,4,416,2,1.5033069443032794,,,,True,True
428,2,418,2,2.211344501067967,,,,True,True
429,1,419,2,2.8429446804315974,,,,True,True
430,1,420,2,9.009604911122214,,,,True,True
431,0,420,0,11.960154612014033,422.5356122868821,434.49576689889614,0,True,False
432,1,421,0,5.084121376061336,434.4117451647519,439.4958665408132,1,True,False
433,0,421,2,8.811769520782539,,,,True,True
434,1,422,1,3.0711478445754308,,,,True,False
435,1,423,1,3.182443202166776,,,,True,False
436,1,424,2,4.997746889468603,,,,True,True
437,1,425,1,11.108377105223543,,,,True,False
438,0,425,1,0.7215101082286044,,,,True,False
439,1,426,0,5.916291752800182,434.49576689889614,440.4120586516963,0,True,False
440,0,426,0,4.565978621113668,439.4958665408132,444.0618451619269,1,True,False
441,1,427,0,2.023145575169561,440.4120586516963,442.4352042268659,0,True,False
442,2,429,2,3.8693244109532126,,,,True,True
443,0,429,0,2.306883497039894,442.4352042268659,444.7420877239058,0,True,False
444,0,429,1,9.584011659301643,,,,True,False
445,0,429,0,4.614028677828521,444.0618451619269,448.6758738397554,1,True,False
446,0,429,2,0.9264853596769986,,,,True,True
447,1,430,2,0.2167663583939683,,,,True,True
448,0,430,2,0.5620419037114169,,,,True,True
449,1,431,0,7.169886287514576,444.7420877239058,451.9119740114204,0,True,False
450,0,431,0,0.0064468160747902575,448.6758738397554,448.6823206558302,1,True,False
451,1,432,2,3.259855808505608,,,,True,True
452,1,433,0,6.556832883381633,448.6823206558302,455.2391535392118,1,True,False
453,0,433,2,6.424835767504495,,,,True,True
454,2,435,2,3.184012854665421,,,,True,True
455,0,435,2,0.14809175826063703,,,,True,True
456,1,436,1,0.5366964884010488,,,,True,False
457,2,438,2,14.47307374841642,,,,True,True
458,1,439,0,5.969991897638789,451.9119740114204,457.8819659090592,0,True,False
459,0,439,0,16.71011626145053,455.2391535392118,471.94926980066236,1,True,False
460,1,440,2,1.771341647660571,,,,True,True
461,2,442,1,2.7748302970935685,,,,True,False
462,1,443,2,5.810278223263573,,,,True,True
463,3,446,1,8.290049508168375,,,,True,False
464,0,446,2,4.984040150421783,,,,True,True
465,1,447,1,4.022619072962481,,,,True,True
466,1,448,1,19.17697295343894,,,,True,True
467,1,449,2,1.539647697355315,,,,True,True
468,4,453,0,12.58438349743065,457.8819659090592,470.4663494064898,0,True,False
469,2,455,2,6.234243049154733,,,,True,True
470,1,456,2,15.69367558549304,,,,True,True
471,2,458,2,0.506273295880341,,,,True,True
472,4,462,2,2.953597429784833,,,,True,True
473,0,462,2,12.568729615354805,,,,True,True
474,3,465,0,1.5154081021197074,470.4663494064898,471.9817575086095,0,True,False
475,1,466,2,2.642046047324662,,,,True,True
476,1,467,2,1.8478464216969994,,,,True,True
477,1,468,1,6.469725415867542,,,,True,True
478,0,468,2,0.20058025877006938,,,,True,True
479,1,469,1,1.12312390121627,,,,True,True
480,2,471,2,0.19075762829515644,,,,True,True
481,0,471,1,4.714083040640408,,,,True,True
482,1,472,2,4.599550369124755,,,,True,True
